Fiscal Year Ending,Department/Agency,Merchant Name,Transaction Date,Transaction Amount
2018,Parks and Recreation,GOLD MEDAL TENNESSEE,06/15/2018,100.00
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/15/2018,32.65
2018,Parks and Recreation,UT INSTITUTE OF AGRICU,06/15/2018,60.00
2018,Library,DICKENS TURF AND LANDS,06/15/2018,63.29
2018,Water Services,STAPLES DIRECT,06/15/2018,-13.46
2018,Health,SOUTHWEST AIRLINES,06/15/2018,321.96
2018,Health,SOUTHWEST AIRLINES,06/15/2018,321.96
2018,Metro Sports Authority,DELTA,06/15/2018,25.00
2018,Health,AMAZONPRIME MEMBERSHIP,06/15/2018,-12.99
2018,Police,KROGER #518,06/15/2018,26.75
2018,District Attorney,AMERICAN AIRLINES,06/15/2018,1162.40
2018,Parks and Recreation,DAVE & BUSTERS #42,06/15/2018,520.00
2018,Police,OFFICEMAX/DEPOT 6557,06/15/2018,65.97
2018,Parks and Recreation,DAVE & BUSTERS #42,06/15/2018,623.52
2018,Health,AMAZONPRIME MEMBERSHIP,06/15/2018,-12.99
2018,Parks and Recreation,WAL-MART #0659,06/14/2018,48.88
2018,Police,COMCAST,06/14/2018,222.46
2018,Sheriff,ETS HISET REGISTRATION,06/14/2018,45.00
2018,Sheriff,ETS HISET REGISTRATION,06/14/2018,15.00
2018,Parks and Recreation,GIH GLOBALINDUSTRIALEQ,06/14/2018,273.09
2018,Metro Action Commission,SHRM HOUSING,06/14/2018,-358.07
2018,Sheriff,ETS HISET REGISTRATION,06/14/2018,60.00
2018,Health,HAMPTON INN HOTELS,06/14/2018,314.14
2018,Health,HAMPTON INN HOTELS,06/14/2018,314.14
2018,Information Technology Services,RS DOMAINNAME REGISTE,06/14/2018,11.10
2018,Tennessee State Fair,AMERICORE TEXTILES COM,06/14/2018,300.00
2018,Health,IBT IIS FINGERPRINT CO,06/14/2018,32.65
2018,Parks and Recreation,RIVERGATE SKATE CENTER,06/14/2018,297.00
2018,Farmers Market,SQU SQ  THE PEACH TRUC,06/14/2018,70.00
2018,Parks and Recreation,WAL-MART #0659,06/14/2018,145.68
2018,Parks and Recreation,BEST BUY MHT  00011304,06/14/2018,1319.96
2018,Parks and Recreation,SIGNS NOW #08,06/14/2018,120.00
2018,General Sessions Court,MOES ONLINE #739,06/14/2018,143.22
2018,Parks and Recreation,AMERICAN RED CROSS,06/14/2018,20.00
2018,Sheriff,AMAZON MKTPLACE PMTS,06/14/2018,27.75
2018,Planning,PUBLIX #1426,06/14/2018,21.51
2018,Library,ALPHABET SIGNS,06/14/2018,104.45
2018,Police,COMCAST,06/14/2018,222.46
2018,Parks and Recreation,WM SUPERCENTER #5058,06/13/2018,37.08
2018,Parks and Recreation,BEST BUY MHT  00011304,06/13/2018,1249.95
2018,Sheriff,BEST BUY MHT  00011304,06/13/2018,449.99
2018,Parks and Recreation,REGAL CINEMAS OPRY MIL,06/13/2018,65.00
2018,State Trial Courts,SPRINTZ FURNITURE,06/13/2018,2585.00
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/13/2018,32.65
2018,Parks and Recreation,RIVERGATE SKATE CENTER,06/13/2018,308.00
2018,Police,DARK RIVER SYSTEMS INC,06/13/2018,102.16
2018,Sheriff,WWW TNSHERIFFS COM,06/13/2018,53.00
2018,Water Services,STAPLES DIRECT,06/13/2018,159.02
2018,Sheriff,WWW TNSHERIFFS COM,06/13/2018,53.00
2018,Water Services,AQUATIC CRITTER,06/13/2018,169.00
2018,Police,WHITTS BBQ MADISON,06/13/2018,739.20
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/13/2018,471.60
2018,Police,CICIS PIZZA 267,06/13/2018,798.40
2018,Police,WASH ME EXPRESS- NASHV,06/13/2018,18.00
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/13/2018,471.60
2018,General Sessions Court,PURCHASED FROM APPA,06/13/2018,355.00
2018,Police,COMCAST,06/12/2018,156.23
2018,Water Services,HILTON,06/12/2018,-119.74
2018,Police,MISTER CAR WASH #84QPS,06/12/2018,17.00
2018,Water Services,LIPSCOMB UNIVERSITY,06/12/2018,595.00
2018,Sheriff,AMERICAN CORRECTIONAL,06/12/2018,35.00
2018,Human Resources,PUBLIX #1426,06/12/2018,36.06
2018,Sheriff,TENNESSEE BAR ASSOC,06/12/2018,295.00
2018,Library,HOSSE & HOSSE SAFE & L,06/12/2018,23.00
2018,Police,COMCAST,06/12/2018,116.28
2018,Metro Action Commission,KROGER #502,06/12/2018,199.90
2018,Sheriff,AMERICAN JAIL ASSOCIAT,06/12/2018,48.00
2018,Metro Sports Authority,DELTA,06/12/2018,25.00
2018,Police,PAPA JOHNS #93,06/12/2018,180.09
2018,Police,BOJANGLES 1153,06/12/2018,638.40
2018,Health,KROGER #502,06/12/2018,175.84
2018,Metro Action Commission,KROGER #502,06/12/2018,66.61
2018,Health,THE HOME DEPOT #0778,06/11/2018,3.87
2018,Metro Action Commission,ENTERPRISE RENT-A-CAR,06/11/2018,253.32
2018,Parks and Recreation,PARTY CITY 388,06/11/2018,16.99
2018,Water Services,NASHVILLE RUBBER & GAS,06/11/2018,231.60
2018,Police,SOUTHWEST AIRLINES,06/11/2018,251.97
2018,District Attorney,DELTA,06/11/2018,730.40
2018,Water Services,SOUTHWEST AIRLINES,06/11/2018,16.00
2018,Police,SHELL OIL 57543991509,06/11/2018,54.75
2018,Social Services,SOUTHWEST AIRLINES,06/11/2018,547.96
2018,Health,EMORY CONFERENCE CEN,06/11/2018,356.02
2018,Police,THE UPS STORE #3429,06/11/2018,225.00
2018,Information Technology Services,NASHVILLE TECHNOLOGY,06/11/2018,250.00
2018,Police,HILTON GARDEN INN,06/11/2018,113.16
2018,Metro Clerk,NASHVILLE BAR ASSOCIAT,06/11/2018,89.00
2018,Metro Action Commission,COABC,06/11/2018,-75.00
2018,Information Technology Services,ISACA,06/11/2018,65.00
2018,Parks and Recreation,BARCODESINC,06/11/2018,34.23
2018,Emergency Communications Center,PUBLIX #1211,06/11/2018,75.29
2018,Parks and Recreation,WAL-MART #5058,06/11/2018,36.89
2018,Farmers Market,SQU SQ  THE PEACH TRUC,06/11/2018,16.00
2018,Farmers Market,SQU SQ  MOOSE HEAD KET,06/11/2018,11.50
2018,Planning,USPS PO 4761630296,06/11/2018,67.00
2018,Information Technology Services,RS DOMAINNAME REGISTE,06/11/2018,13.69
2018,Police,GAS N GO #816,06/11/2018,39.62
2018,Municipal Auditorium,GERMANTOWN,06/11/2018,3.36
2018,Health,DOUBLETREE,06/11/2018,106.72
2018,Social Services,BAY CLUB HOTEL,06/11/2018,-752.84
2018,District Attorney,AGENT FEE 89071960034061,06/11/2018,28.00
2018,Health,AMERICAN AIRLINES,06/11/2018,236.00
2018,Police,SUBWAY        00032748,06/11/2018,766.40
2018,District Attorney,AGENT FEE 89071960034072,06/11/2018,28.00
2018,Parks and Recreation,LITTLE CAESARS 3375-00,06/11/2018,100.00
2018,Library,WEST END LOCK CO,06/11/2018,12.50
2018,Water Services,MANDALAY BAY RESORT,06/11/2018,1009.08
2018,Police,CAMEL EXPRESS CAR WASH,06/11/2018,15.00
2018,Police,MCDONALD'S M4617 OF,06/11/2018,10.35
2018,Parks and Recreation,SAMSCLUB #8294,06/11/2018,61.08
2018,Social Services,SOUTHWEST AIRLINES,06/11/2018,-654.20
2018,Parks and Recreation,GIH GLOBALINDUSTRIALEQ,06/11/2018,136.90
2018,Social Services,INTOWN SUITES,06/11/2018,316.99
2018,Police,HYATT HOTELS,06/11/2018,700.88
2018,District Attorney,DELTA,06/11/2018,730.40
2018,Police,LOGANS,06/11/2018,34.69
2018,Office of Family Safety,PURELYHR,06/11/2018,346.50
2018,Police,CRACKER BARREL #614 BR,06/11/2018,21.14
2018,Water Services,THE BUSINESS JOURNALS,06/11/2018,80.00
2018,Police,MISTER CAR WASH #84QPS,06/11/2018,7.00
2018,Police,LOGO MY LOGO,06/11/2018,446.21
2018,Farmers Market,SMILEY'S PRODUCE,06/08/2018,11.00
2018,Police,MARRIOTT,06/08/2018,1171.23
2018,Health,PANERA BREAD #600820,06/08/2018,199.63
2018,Parks and Recreation,FEDEXOFFICE   00040840,06/08/2018,936.96
2018,Parks and Recreation,PUMP IT UP OF BRENTWOO,06/08/2018,455.00
2018,Police,SHELL OIL 57546550906,06/08/2018,35.05
2018,Social Services,AURORA TRAINING ADVANT,06/08/2018,599.00
2018,Library,THE HOME DEPOT #0778,06/08/2018,37.89
2018,Library,THE HOME DEPOT #0720,06/08/2018,41.49
2018,Police,SOUTHWEST AIRLINES,06/08/2018,256.96
2018,Parks and Recreation,GIH GLOBALINDUSTRIALEQ,06/08/2018,143.76
2018,Police,BURGER REPUBLIC-GULCH,06/08/2018,432.82
2018,Farmers Market,PAYPAL  UNIVERSITYA,06/08/2018,285.00
2018,Police,CHICK-FIL-A #02545,06/08/2018,10.11
2018,Police,POTBELLY #12,06/08/2018,18.92
2018,Parks and Recreation,NRPA-CONGRESS,06/08/2018,283.00
2018,Police,SOUTHWEST AIRLINES,06/08/2018,15.00
2018,Metro Action Commission,NEWKS - WEST END,06/08/2018,810.83
2018,Emergency Communications Center,USPS PO 4761320125,06/08/2018,6.70
2018,Parks and Recreation,PUMP IT UP OF BRENTWOO,06/08/2018,211.25
2018,Police,SOUTHWEST AIRLINES,06/08/2018,15.00
2018,Police,MARRIOTT,06/08/2018,1795.52
2018,Sheriff,DURYS,06/08/2018,806.99
2018,Human Resources,SILVER LEGACY HOTEL AND CASINO,06/08/2018,613.90
2018,Health,EMBASSY SUITES,06/08/2018,80.00
2018,Police,HOLIDAY INNS,06/08/2018,122.08
2018,Human Resources,SILVER LEGACY HOTEL AND CASINO,06/08/2018,613.90
2018,Social Services,WAL-MART #695,06/08/2018,67.41
2018,State Trial Courts,MICROSOFT    OFFICE 36,06/08/2018,76.46
2018,Sheriff,TLO TRANSUNION,06/08/2018,25.00
2018,Farmers Market,SOUTHWEST AIRLINES,06/08/2018,197.98
2018,Social Services,FEDEXOFFICE   00021931,06/08/2018,91.75
2018,Police,GET GO #3513,06/07/2018,59.19
2018,Police,EXXONMOBIL    47937099,06/07/2018,51.00
2018,Emergency Communications Center,USPS PO 4761320125,06/07/2018,6.70
2018,Community Education,THE HOME DEPOT #0732,06/07/2018,183.90
2018,Emergency Communications Center,NENA ONLINE,06/07/2018,99.00
2018,Farmers Market,SIMON'S PRODUCE,06/07/2018,12.00
2018,Police,TACO BELL 23185,06/07/2018,10.89
2018,Police,5-161-BREEZEWOOD,06/07/2018,12.85
2018,Office of Family Safety,SP   CHILDTHERAPYTOYS,06/07/2018,515.58
2018,Office of Family Safety,SP   CHILDSWORK.COM,06/07/2018,196.85
2018,Public Defender,GIDEONS PROMISE,06/07/2018,550.00
2018,Social Services,WAL-MART #0710,06/07/2018,5.61
2018,State Trial Courts,AMAZON MKTPLACE PMTS,06/07/2018,132.93
2018,Farmers Market,KROGER #895,06/07/2018,39.90
2018,Parks and Recreation,THIRD AVENUE INDUSTRIA,06/07/2018,124.52
2018,Sheriff,BESTBUYCOM805546712123,06/07/2018,26.99
2018,Library,THE WEBSTAURANT STORE,06/07/2018,233.13
2018,Public Defender,GIDEONS PROMISE,06/07/2018,275.00
2018,Metro Action Commission,SOUTHWEST AIRLINES,06/07/2018,368.96
2018,Police,ENTERPRISE RENT-A-CAR,06/07/2018,735.21
2018,Parks and Recreation,SAMS CLUB #8294,06/07/2018,719.52
2018,Police,ENTERPRISE RENT-A-CAR,06/07/2018,848.38
2018,Information Technology Services,ADOBE  PRODUCTS,06/07/2018,-7.40
2018,Parks and Recreation,DICK'S SPORTING #289,06/07/2018,191.42
2018,Parks and Recreation,SAMS CLUB #8294,06/07/2018,216.00
2018,Parks and Recreation,LIGHT BULB DEPOT 07,06/06/2018,43.50
2018,Library,RAGAN COMMUNICATIONS,06/06/2018,179.00
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Library,THE HOME DEPOT #0720,06/06/2018,11.60
2018,Water Services,UT WATER RESOURCE RESE,06/06/2018,125.00
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Finance,PANERA BREAD #600891,06/06/2018,26.70
2018,Health,WM SUPERCENTER #3717,06/06/2018,22.16
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Office of Family Safety,AMAZON MKTPLACE PMTS,06/06/2018,165.83
2018,Health,NACCHO,06/06/2018,680.00
2018,Police,"CRT, CUSTOM PRODUCTS,",06/06/2018,-42.64
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Office of Family Safety,AMAZON MKTPLACE PMTS,06/06/2018,1107.67
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Police,BOJANGLES 1153,06/06/2018,638.40
2018,Police,MISTER CAR WASH #84QPS,06/06/2018,10.00
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Police,BP#6849939WOODRUFF QPS,06/06/2018,41.00
2018,Sheriff,ROCIC,06/06/2018,300.00
2018,Emergency Communications Center,SUPERSHUTTLE EXECUCARS,06/06/2018,87.32
2018,Police,WHITTS BBQ MADISON,06/06/2018,739.20
2018,Finance,UT IPS ONLINE,06/06/2018,150.00
2018,Finance,UT IPS ONLINE,06/06/2018,150.00
2018,Tennessee State Fair,STAPLES       00115394,06/06/2018,64.12
2018,Police,CICIS PIZZA 267,06/06/2018,798.40
2018,Police,SOUTHWEST AIRLINES,06/06/2018,655.60
2018,Water Services,GO AIRPORT EXPRESS,06/06/2018,50.94
2018,Metro Action Commission,COABC,06/06/2018,-75.00
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/06/2018,32.65
2018,Fire Department,PET SUPPLIES 4 LESS,06/06/2018,-35.99
2018,Parks and Recreation,PLAYSCRIPTS INC,06/06/2018,299.01
2018,Office of Family Safety,PESI INC,06/06/2018,248.93
2018,Water Services,SOUTHWEST AIRLINES,06/06/2018,149.00
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/06/2018,311.96
2018,Health,THE HOME DEPOT #0732,06/06/2018,64.66
2018,Metro Action Commission,COABC,06/06/2018,-75.00
2018,Nashville Career Advancement Center,PAYPAL  PARTNERSINP,06/06/2018,8.00
2018,Water Services,UT WATER RESOURCE RESE,06/06/2018,125.00
2018,Police,SOUTHWEST AIRLINES,06/06/2018,399.96
2018,Police,CAPT GEORGES SEAFOOD M,06/05/2018,52.89
2018,Office of Family Safety,EPROMOS PROMOTIONAL PR,06/05/2018,999.99
2018,Police,HERMITAGE AUTO WASHQPS,06/05/2018,11.94
2018,Sheriff,SPANN INSURANCE,06/05/2018,20.00
2018,Sheriff,ADOBE  CREATIVE CLOUD,06/05/2018,52.99
2018,Water Services,MANDALAY BAY RESORT,06/05/2018,696.18
2018,Parks and Recreation,WCT PRODUCTS INC,06/05/2018,489.01
2018,Water Services,TRACTOR-SUPPLY-CO #050,06/05/2018,15.96
2018,Nashville Career Advancement Center,PAPA JOHNS #239,06/05/2018,33.98
2018,Sheriff,HSW HOSTWAY.COM,06/05/2018,14.95
2018,Juvenile Court Judge,PAPA JOHNS #460,06/05/2018,34.33
2018,State Trial Courts,KRISPY KREME DOUGH,06/05/2018,96.90
2018,Public Defender,MI STATE POLICE PMTS,06/05/2018,10.45
2018,State Trial Courts,HOUSE OF PIZZA,06/05/2018,92.55
2018,Police,HERMITAGE AUTO WASHQPS,06/05/2018,11.95
2018,Police,HOT STACKS,06/05/2018,34.59
2018,Police,EXXONMOBIL    42302158,06/05/2018,17.00
2018,Police,CROAKERS AT THE PIER,06/05/2018,39.49
2018,General Sessions Court,SPRINGHILL SUITES,06/05/2018,805.65
2018,Police,SOUTHWEST AIRLINES,06/05/2018,399.96
2018,Social Services,FEDEXOFFICE   00021931,06/05/2018,73.50
2018,Metro Action Commission,"OTC BRANDS,  INC.",06/04/2018,17.59
2018,Farmers Market,SQU SQ  WHITE'S FAMILY,06/04/2018,5.00
2018,Arts Commission,U KNO CATERING,06/04/2018,697.50
2018,Police,MOD PIZZA,06/04/2018,29.10
2018,Police,ENTERPRISE RENT-A-CAR,06/04/2018,400.48
2018,Office of Family Safety,"POLL EVERYWHERE, INC.",06/04/2018,499.00
2018,District Attorney,AGENT FEE 89071953553870,06/04/2018,28.00
2018,Metro Action Commission,KROGER #511,06/04/2018,297.68
2018,District Attorney,UNITED AIRLINES,06/04/2018,583.60
2018,District Attorney,UNITED AIRLINES,06/04/2018,583.60
2018,Police,RENAISSANCE HOTELS,06/04/2018,1065.68
2018,Farmers Market,TST  JENI S SPLENDID I,06/04/2018,97.20
2018,Parks and Recreation,TRAIL & FITNESS BICYCL,06/04/2018,837.90
2018,Metro Action Commission,SOUTHWEST AIRLINES,06/04/2018,345.98
2018,Metro Action Commission,SOUTHWEST AIRLINES,06/04/2018,345.98
2018,General Sessions Court,SPRINGHILL SUITES,06/04/2018,483.39
2018,Metro Action Commission,SOUTHWEST AIRLINES,06/04/2018,345.98
2018,Health,PETSMART # 0650,06/04/2018,137.54
2018,Police,CRACKER BARREL #194 N,06/04/2018,21.89
2018,Parks and Recreation,AMAZON MKTPLACE PMTS W,06/04/2018,89.99
2018,Police,BP#8330987SCOTCHMANQPS,06/04/2018,51.00
2018,Police,MARATHON PETRO121889,06/04/2018,44.00
2018,Emergency Communications Center,SOUTHWEST AIRLINES,06/04/2018,353.96
2018,Metro Action Commission,KROGER #502,06/04/2018,318.71
2018,Farmers Market,KROGER #895,06/04/2018,44.73
2018,Legal,DELTA,06/04/2018,459.60
2018,Parks and Recreation,OFFICE DEPOT #2260,06/04/2018,879.95
2018,Police,NEW YORK TIMES DIGITAL,06/04/2018,15.00
2018,Sheriff,THE COOKERY,06/04/2018,1342.51
2018,Information Technology Services,RS DOMAINNAME REGISTE,06/04/2018,38.48
2018,Police,CKE JOHNNY D S WAFFL 3,06/04/2018,14.34
2018,Information Technology Services,GAN TENNNEWSPAPERSCIRC,06/04/2018,12.00
2018,Police,UNITED AIRLINES,06/04/2018,530.40
2018,Police,CHESAPEAKE HOUSE RESTA,06/04/2018,44.05
2018,Metro Action Commission,HYATT HOTELS,06/04/2018,168.74
2018,Metro Action Commission,HYATT HOTELS,06/04/2018,168.74
2018,Metro Action Commission,HYATT HOTELS,06/04/2018,168.74
2018,General Sessions Court,THE GROVE,06/04/2018,80.12
2018,Parks and Recreation,NRPA-CONGRESS,06/04/2018,141.00
2018,Office of Family Safety,WWW.ISTOCK.COM,06/04/2018,325.00
2018,Parks and Recreation,UPS  (800) 811-1648,06/04/2018,10.91
2018,Parks and Recreation,NRPA-CONGRESS,06/04/2018,141.00
2018,Health,AGENT FEE 89007359942723,06/04/2018,35.00
2018,State Trial Courts,HOLIDAY INNS,06/04/2018,669.24
2018,State Trial Courts,HOLIDAY INNS,06/04/2018,669.24
2018,General Sessions Court,SPRINGHILL SUITES,06/04/2018,483.39
2018,General Sessions Court,MARRIOTT,06/04/2018,656.16
2018,Office of Family Safety,AMAZON.COM,06/04/2018,69.98
2018,Water Services,WAL-MART #0695,06/04/2018,27.29
2018,Police,FAIRFIELD INN,06/04/2018,480.72
2018,Public Defender,SHERATON,06/04/2018,624.91
2018,Police,FAIRFIELD INN,06/04/2018,480.72
2018,Parks and Recreation,HOMEDEPOT.COM,06/04/2018,970.00
2018,Office of Family Safety,MSFT   E050060VB8,06/04/2018,262.20
2018,Police,7-ELEVEN 29658,06/04/2018,12.19
2018,Metro Action Commission,"OTC BRANDS,  INC.",06/04/2018,202.30
2018,Office of Family Safety,VENNGAGE.COM,06/04/2018,468.00
2018,Farmers Market,SQU SQ  WALNUT HILLS F,06/04/2018,14.00
2018,Police,SUBWAY        00032748,06/04/2018,766.40
2018,Parks and Recreation,AMAZON.COM AMZN.COM/BI,06/04/2018,106.69
2018,General Sessions Court,GROTTO GRB HOUSTON,06/04/2018,50.92
2018,Metro Action Commission,AMERICAN AIRLINES,06/04/2018,345.20
2018,Library,THE HOME DEPOT #0732,06/04/2018,30.93
2018,District Attorney,AGENT FEE 89071953553866,06/04/2018,28.00
2018,Health,WM SUPERCENTER #3717,06/04/2018,46.52
2018,Office of Family Safety,AMAZON MKTPLACE PMTS,06/04/2018,148.99
2018,Metro Action Commission,AMERICAN AIRLINES,06/04/2018,16.89
2018,Tennessee State Fair,STEINHOUSE SUPPLY CO,06/04/2018,19.26
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/04/2018,32.65
2018,Farmers Market,SQU SQ  KLD FARM LLC,06/04/2018,122.40
2018,General Sessions Court,XOCHI,06/04/2018,105.93
2018,Metro Action Commission,HYATT HOTELS,06/04/2018,360.14
2018,Fire Department,PET SUPPLIES 4 LESS,06/04/2018,71.98
2018,Legal,DELTA,06/04/2018,459.60
2018,Police,CAFE OLD VIENNA,06/04/2018,36.63
2018,Metro Action Commission,HYATT HOTELS,06/04/2018,360.14
2018,Metro Action Commission,HYATT HOTELS,06/04/2018,360.14
2018,General Sessions Court,PAPPAS BURGER #610 Q80,06/04/2018,75.60
2018,Police,BP#6167860CK STORE2QPS,06/04/2018,39.00
2018,Parks and Recreation,AMAZON MKTPLACE PMTS W,06/04/2018,41.97
2018,General Sessions Court,SPRINGHILL SUITES,06/04/2018,483.39
2018,State Trial Courts,MSFT   E04005WI7A,06/04/2018,157.32
2018,District Attorney,GAN TENNNEWSPAPERSCIRC,06/04/2018,12.00
2018,Arts Commission,MILK AND HONEY  NA,06/04/2018,310.00
2018,Health,DELTA,06/04/2018,625.61
2018,Health,AMAZONPRIME MEMBERSHIP,06/04/2018,12.99
2018,Health,UNITED AIRLINES,06/01/2018,166.21
2018,Tennessee State Fair,FACEBK 3TLFYFESG2,06/01/2018,35.00
2018,Health,SHERATON,06/01/2018,790.47
2018,Police,BURGER REPUBLIC-GULCH,06/01/2018,480.00
2018,Information Technology Services,RS DOMAINNAME REGISTE,06/01/2018,11.10
2018,Police,RENAISSANCE HOTELS,06/01/2018,312.52
2018,Office of Family Safety,SOUTHWEST AIRLINES,06/01/2018,306.96
2018,Office of Family Safety,SOUTHWEST AIRLINES,06/01/2018,306.96
2018,Office of Family Safety,SOUTHWEST AIRLINES,06/01/2018,306.96
2018,Public Works,PAYPAL  BIKEWALKTN,06/01/2018,125.00
2018,Library,SOUTHWEST AIRLINES,06/01/2018,457.96
2018,Health,AGENT FEE 89007359184796,06/01/2018,35.00
2018,Police,MISTER CAR WASH #84QPS,06/01/2018,13.00
2018,Library,AMER LIB ASSOC-CAREER,06/01/2018,225.00
2018,Library,THE HOME DEPOT #0732,06/01/2018,51.92
2018,Tennessee State Fair,EMPIRE INDUSTRIES,06/01/2018,900.00
2018,Tennessee State Fair,TRIGREEN EQUIPMENT 03,06/01/2018,38.35
2018,Farmers Market,SQU SQ  THE PEACH TRUC,06/01/2018,80.00
2018,Police,WASH ME EXPRESS- NASHV,06/01/2018,18.00
2018,Police,WAL-MART #0688,06/01/2018,750.97
2018,Police,BB  NCADV,06/01/2018,100.00
2018,Sheriff,JOEYS HOUSE OF PIZZA,06/01/2018,119.00
2018,Community Education,PP FACEBOOK,06/01/2018,100.00
2018,Office of Family Safety,PAYPAL  STTAMMANYSA,06/01/2018,175.00
2018,Office of Family Safety,PAYPAL  STTAMMANYSA,06/01/2018,325.00
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/01/2018,32.65
2018,Library,THE HOME DEPOT #0732,06/01/2018,42.83
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/01/2018,32.65
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/01/2018,32.65
2018,Information Technology Services,IBT IIS FINGERPRINT CO,06/01/2018,32.65
2018,Water Services,USPS PO 4761560204,06/01/2018,630.00
2018,Health,AMERICAN AIRLINES,06/01/2018,166.21
2018,Arts Commission,JASON'S DELI - WSE,06/01/2018,520.72
2018,Office of Emergency Management,CAMPING WORLD #12,06/01/2018,194.95
2018,Tennessee State Fair,THE HOME DEPOT #0732,06/01/2018,159.03
2018,Office of Family Safety,PAYPAL  STTAMMANYSA,06/01/2018,209.00
2018,Office of Emergency Management,OFFICE DEPOT #1170,06/01/2018,449.99
2018,Police,WAHLBURGERS,06/01/2018,53.00
2018,Health,AMERICAN SEXUALLY TR,06/01/2018,400.00
2018,General Sessions Court,2LEVYATGRBCC  12903209,06/01/2018,31.50
2018,Public Works,SCRIBBLEMAPS HELP@SCRI,06/01/2018,79.99
2018,Human Resources,USPS PO 4761660297,06/01/2018,42.34
2018,Public Works,CDW GOVT #MWP0819,06/01/2018,89.01
2018,Health,OMNI HOTELS,05/31/2018,789.84
2018,Police,HOT STACKS,05/31/2018,15.47
2018,Library,LEGACY LEARNING SYSTEM,05/31/2018,205.95
2018,Sheriff,VOICESHOT LLC,05/31/2018,46.58
2018,Library,ART PANCAKE/TUSCULUM F,05/31/2018,60.50
2018,Parks and Recreation,AMAZON.COM AMZN.COM/BI,05/31/2018,399.96
2018,Information Technology Services,IBT IIS FINGERPRINT CO,05/31/2018,32.65
2018,General Sessions Court,THE MOONSHINERS,05/31/2018,17.07
2018,Parks and Recreation,ENTERPRISE RENT-A-CAR,05/31/2018,1699.70
2018,Office of Family Safety,PESI INC,05/31/2018,199.99
2018,Police,OUTBACK 4323,05/31/2018,69.45
2018,Sheriff,VOICESHOT LLC,05/31/2018,82.00
2018,Health,WM SUPERCENTER #3717,05/31/2018,75.74
2018,Office of Family Safety,THE VIDEO COMPANY LLC,05/31/2018,135.43
2018,Police,WHITTS BBQ MADISON,05/31/2018,739.20
2018,Police,BURGERFI NMB,05/31/2018,14.90
2018,General Sessions Court,SQU SQ  EL BURRO & THE,05/31/2018,24.14
